Time stamp,AC-power 1,AC-power 2,AC-power 3,Sum, 24 kW PV plant
2016-06-14 07:30:00,30,70,66,166,996
2016-06-14 07:40:00,36,53,54,143,858
2016-06-14 07:50:00,32,67,67,166,996
2016-06-14 08:00:00,19,97,111,227,1362
2016-06-14 08:10:00,18,86,63,167,1002
2016-06-14 08:20:00,30,72,57,159,954
2016-06-14 08:30:00,31,91,70,192,1152
2016-06-14 08:40:00,26,61,31,118,708
2016-06-14 08:50:00,38,87,62,187,1122
2016-06-14 09:00:00,64,95,91,250,1500
2016-06-14 09:10:00,78,146,121,345,2070
2016-06-14 09:20:00,36,106,90,232,1392
2016-06-14 09:30:00,40,78,60,178,1068
2016-06-14 09:40:00,64,87,66,217,1302
2016-06-14 09:50:00,25,138,128,291,1746
2016-06-14 10:00:00,50,95,96,241,1446
2016-06-14 10:10:00,0,141,142,283,1698
2016-06-14 10:20:00,31,81,62,174,1044
2016-06-14 10:30:00,33,67,42,142,852
2016-06-14 10:40:00,46,82,64,192,1152
2016-06-14 10:50:00,62,80,75,217,1302
2016-06-14 11:00:00,78,71,84,233,1398
2016-06-14 11:10:00,45,91,83,219,1314
2016-06-14 11:20:00,38,97,89,224,1344
2016-06-14 11:30:00,33,108,105,246,1476
2016-06-14 11:40:00,39,114,110,263,1578
2016-06-14 11:50:00,151,213,65,429,2574
2016-06-14 12:00:00,109,215,76,400,2400
2016-06-14 12:10:00,42,142,144,328,1968
2016-06-14 12:20:00,51,151,139,341,2046
2016-06-14 12:30:00,36,135,117,288,1728
2016-06-14 12:40:00,3,138,134,275,1650
2016-06-14 12:50:00,44,104,86,234,1404
2016-06-14 13:00:00,41,99,86,226,1356
2016-06-14 13:10:00,19,103,88,210,1260
2016-06-14 13:20:00,40,103,81,224,1344
2016-06-14 13:30:00,25,76,79,180,1080
2016-06-14 13:40:00,30,61,67,158,948
2016-06-14 13:50:00,13,112,107,232,1392
2016-06-14 14:00:00,6,125,118,249,1494
2016-06-14 14:10:00,25,111,92,228,1368
2016-06-14 14:20:00,10,120,111,241,1446
2016-06-14 14:30:00,27,158,140,325,1950
2016-06-14 14:40:00,71,205,117,393,2358
2016-06-14 14:50:00,44,147,131,322,1932
2016-06-14 15:00:00,71,140,115,326,1956
2016-06-14 15:10:00,7,146,144,297,1782
2016-06-14 15:20:00,45,128,121,294,1764
2016-06-14 15:30:00,18,141,136,295,1770
2016-06-14 15:40:00,21,152,140,313,1878
2016-06-14 15:50:00,36,104,96,236,1416
2016-06-14 16:00:00,48,71,64,183,1098
2016-06-14 16:10:00,27,76,80,183,1098
2016-06-14 16:20:00,36,68,65,169,1014
2016-06-14 16:30:00,35,69,55,159,954
2016-06-14 16:40:00,12,55,33,100,600
2016-06-14 16:50:00,16,101,92,209,1254
2016-06-14 17:00:00,14,112,108,234,1404
2016-06-14 17:10:00,25,91,90,206,1236
2016-06-14 17:20:00,14,58,37,109,654
2016-06-14 17:30:00,12,45,27,84,504
2016-06-14 17:40:00,10,47,29,86,516
2016-06-14 17:50:00,11,53,35,99,594
2016-06-14 18:00:00,12,60,41,113,678
2016-06-14 18:10:00,36,39,33,108,648
2016-06-14 18:20:00,17,52,38,107,642
2016-06-14 18:30:00,23,69,31,123,738
2016-06-14 18:40:00,12,84,75,171,1026
2016-06-14 18:50:00,18,83,63,164,984
2016-06-14 19:00:00,21,78,29,128,768
2016-06-14 19:10:00,27,59,36,122,732
2016-06-14 19:20:00,29,16,37,82,492
2016-06-14 19:30:00,20,23,27,70,420
2016-06-14 19:40:00,2,9,6,17,102
2016-06-14 19:50:00,0,3,1,4,24
2016-06-14 20:00:00,0,0,0,0,0
2016-06-14 20:10:00,3,13,2,18,108
2016-06-14 20:20:00,2,14,1,17,102
2016-06-14 20:30:00,0,3,0,3,18
2016-06-14 20:40:00,1,5,0,6,36
2016-06-14 20:50:00,0,3,1,4,24
2016-06-14 21:00:00,0,0,0,0,0
2016-06-14 21:10:00,0,0,0,0,0
2016-06-14 21:20:00,0,0,0,0,0
2016-06-14 21:30:00,0,0,0,0,0
2016-06-14 21:40:00,0,0,0,0,0
2016-06-15 04:10:00,0,0,0,0,0
2016-06-15 04:20:00,0,0,0,0,0
2016-06-15 04:30:00,0,0,0,0,0
2016-06-15 04:40:00,0,0,0,0,0
2016-06-15 04:50:00,0,0,0,0,0
2016-06-15 05:00:00,1,2,3,6,36
2016-06-15 05:10:00,4,9,5,18,108
2016-06-15 05:20:00,7,21,6,34,204
2016-06-15 05:30:00,7,36,17,60,360
2016-06-15 05:40:00,11,42,18,71,426
2016-06-15 05:50:00,13,39,14,66,396
2016-06-15 06:00:00,18,80,52,150,900
2016-06-15 06:10:00,13,33,22,68,408
2016-06-15 06:20:00,14,26,22,62,372
2016-06-15 06:30:00,43,85,68,196,1176
2016-06-15 06:40:00,32,113,107,252,1512
2016-06-15 06:50:00,27,73,44,144,864
2016-06-15 07:00:00,30,84,60,174,1044
2016-06-15 07:10:00,17,101,86,204,1224
2016-06-15 07:20:00,0,139,137,276,1656
2016-06-15 07:30:00,0,135,141,276,1656
2016-06-15 07:40:00,6,122,127,255,1530
2016-06-15 07:50:00,63,115,102,280,1680
2016-06-15 08:00:00,100,122,130,352,2112
2016-06-15 08:10:00,134,198,214,546,3276
2016-06-15 08:20:00,261,287,276,824,4944
2016-06-15 08:30:00,428,454,440,1322,7932
2016-06-15 08:40:00,433,454,448,1335,8010
2016-06-15 08:50:00,456,474,470,1400,8400
2016-06-15 09:00:00,501,520,514,1535,9210
2016-06-15 09:10:00,504,524,518,1546,9276
2016-06-15 09:20:00,548,571,566,1685,10110
2016-06-15 09:30:00,323,348,341,1012,6072
2016-06-15 09:40:00,374,399,390,1163,6978
2016-06-15 09:50:00,390,413,405,1208,7248
2016-06-15 10:00:00,373,397,388,1158,6948
2016-06-15 10:10:00,445,467,457,1369,8214
2016-06-15 10:20:00,472,492,482,1446,8676
2016-06-15 10:30:00,830,854,834,2518,15108
2016-06-15 10:40:00,769,791,777,2337,14022
2016-06-15 10:50:00,868,890,871,2629,15774
2016-06-15 11:00:00,872,891,881,2644,15864
2016-06-15 11:10:00,851,874,864,2589,15534
2016-06-15 11:20:00,899,919,906,2724,16344
2016-06-15 11:30:00,965,987,972,2924,17544
2016-06-15 11:40:00,604,629,618,1851,11106
2016-06-15 11:50:00,562,589,580,1731,10386
2016-06-15 12:00:00,357,377,369,1103,6618
2016-06-15 12:10:00,350,374,366,1090,6540
2016-06-15 12:20:00,539,564,556,1659,9954
2016-06-15 12:30:00,560,583,576,1719,10314
2016-06-15 12:40:00,557,580,574,1711,10266
2016-06-15 12:50:00,553,578,570,1701,10206
2016-06-15 13:00:00,1088,1106,1109,3303,19818
2016-06-15 13:10:00,472,493,488,1453,8718
2016-06-15 13:20:00,916,942,932,2790,16740
2016-06-15 13:30:00,1007,1028,1012,3047,18282
2016-06-15 13:40:00,979,1000,986,2965,17790
2016-06-15 13:50:00,962,982,975,2919,17514
2016-06-15 14:00:00,969,992,981,2942,17652
2016-06-15 14:10:00,953,982,970,2905,17430
2016-06-15 14:20:00,929,949,938,2816,16896
2016-06-15 14:30:00,950,972,963,2885,17310
2016-06-15 14:40:00,938,961,952,2851,17106
2016-06-15 14:50:00,915,940,928,2783,16698
2016-06-15 15:00:00,844,875,867,2586,15516
2016-06-15 15:10:00,832,874,861,2567,15402
2016-06-15 15:20:00,813,865,854,2532,15192
2016-06-15 15:30:00,792,826,814,2432,14592
2016-06-15 15:40:00,786,812,804,2402,14412
2016-06-15 15:50:00,731,754,749,2234,13404
2016-06-15 16:00:00,752,775,772,2299,13794
2016-06-15 16:10:00,724,753,745,2222,13332
2016-06-15 16:20:00,523,548,542,1613,9678
2016-06-15 16:30:00,332,356,351,1039,6234
2016-06-15 16:40:00,438,464,457,1359,8154
2016-06-15 16:50:00,429,458,449,1336,8016
2016-06-15 17:00:00,393,419,415,1227,7362
2016-06-15 17:10:00,392,421,413,1226,7356
2016-06-15 17:20:00,228,253,248,729,4374
2016-06-15 17:30:00,206,233,225,664,3984
2016-06-15 17:40:00,97,202,161,460,2760
2016-06-15 17:50:00,155,302,134,591,3546
2016-06-15 18:00:00,111,275,64,450,2700
2016-06-15 18:10:00,45,159,158,362,2172
2016-06-15 18:20:00,17,137,138,292,1752
2016-06-15 18:30:00,85,52,113,250,1500
2016-06-15 18:40:00,89,147,155,391,2346
2016-06-15 18:50:00,97,155,131,383,2298
2016-06-15 19:00:00,105,37,127,269,1614
2016-06-15 19:10:00,61,71,92,224,1344
2016-06-15 19:20:00,55,54,69,178,1068
2016-06-15 19:30:00,18,50,37,105,630
2016-06-15 19:40:00,12,37,25,74,444
2016-06-15 19:50:00,11,21,19,51,306
2016-06-15 20:00:00,10,12,14,36,216
2016-06-15 20:10:00,4,11,8,23,138
2016-06-15 20:20:00,3,11,6,20,120
2016-06-15 20:30:00,4,12,6,22,132
2016-06-15 20:40:00,2,4,3,9,54
2016-06-15 20:50:00,0,0,0,0,0
2016-06-15 21:00:00,0,0,0,0,0
2016-06-15 21:10:00,0,0,0,0,0
2016-06-15 21:20:00,0,0,0,0,0
2016-06-15 21:30:00,0,0,0,0,0
2016-06-15 21:40:00,0,0,0,0,0
2016-06-15 21:50:00,0,0,0,0,0
2016-06-16 04:00:00,0,0,0,0,0
2016-06-16 04:10:00,0,0,0,0,0
2016-06-16 04:20:00,0,0,0,0,0
2016-06-16 04:30:00,0,0,0,0,0
2016-06-16 04:40:00,0,0,0,0,0
2016-06-16 04:50:00,0,0,0,0,0
2016-06-16 05:00:00,0,1,1,2,12
2016-06-16 05:10:00,6,8,11,25,150
2016-06-16 05:20:00,10,29,19,58,348
2016-06-16 05:30:00,27,48,29,104,624
2016-06-16 05:40:00,33,59,45,137,822
2016-06-16 05:50:00,38,56,46,140,840
2016-06-16 06:00:00,41,78,64,183,1098
2016-06-16 06:10:00,57,83,73,213,1278
2016-06-16 06:20:00,51,96,96,243,1458
2016-06-16 06:30:00,7,134,138,279,1674
2016-06-16 06:40:00,88,138,136,362,2172
2016-06-16 06:50:00,119,138,166,423,2538
2016-06-16 07:00:00,105,149,160,414,2484
2016-06-16 07:10:00,76,159,163,398,2388
2016-06-16 07:20:00,145,281,94,520,3120
2016-06-16 07:30:00,247,270,260,777,4662
2016-06-16 07:40:00,260,283,273,816,4896
2016-06-16 07:50:00,68,100,93,261,1566
2016-06-16 08:00:00,22,96,85,203,1218
2016-06-16 08:10:00,22,148,140,310,1860
2016-06-16 08:20:00,45,158,133,336,2016
2016-06-16 08:30:00,153,197,143,493,2958
2016-06-16 08:40:00,166,251,136,553,3318
2016-06-16 08:50:00,119,211,70,400,2400
2016-06-16 09:00:00,97,245,129,471,2826
2016-06-16 09:10:00,77,146,155,378,2268
2016-06-16 09:20:00,177,250,154,581,3486
2016-06-16 09:30:00,189,218,172,579,3474
2016-06-16 09:40:00,224,282,218,724,4344
2016-06-16 09:50:00,371,393,387,1151,6906
2016-06-16 10:00:00,373,394,389,1156,6936
2016-06-16 10:10:00,356,379,374,1109,6654
2016-06-16 10:20:00,430,454,447,1331,7986
2016-06-16 10:30:00,373,398,392,1163,6978
2016-06-16 10:40:00,379,402,398,1179,7074
2016-06-16 10:50:00,295,318,313,926,5556
2016-06-16 11:00:00,351,378,365,1094,6564
2016-06-16 11:10:00,473,498,483,1454,8724
2016-06-16 11:20:00,447,475,467,1389,8334
2016-06-16 11:30:00,430,452,446,1328,7968
2016-06-16 11:40:00,429,453,447,1329,7974
2016-06-16 11:50:00,418,439,434,1291,7746
2016-06-16 12:00:00,470,493,478,1441,8646
2016-06-16 12:10:00,487,523,508,1518,9108
2016-06-16 12:20:00,607,641,631,1879,11274
2016-06-16 12:30:00,599,624,618,1841,11046
2016-06-16 12:40:00,565,590,582,1737,10422
2016-06-16 12:50:00,525,550,544,1619,9714
2016-06-16 13:00:00,574,599,591,1764,10584
2016-06-16 13:10:00,529,555,545,1629,9774
2016-06-16 13:20:00,553,578,568,1699,10194
2016-06-16 13:30:00,578,604,595,1777,10662
2016-06-16 13:40:00,591,623,613,1827,10962
2016-06-16 13:50:00,486,512,505,1503,9018
2016-06-16 14:00:00,472,495,490,1457,8742
2016-06-16 14:10:00,494,516,512,1522,9132
2016-06-16 14:20:00,547,570,562,1679,10074
2016-06-16 14:30:00,521,543,533,1597,9582
2016-06-16 14:40:00,449,471,464,1384,8304
2016-06-16 14:50:00,592,614,603,1809,10854
2016-06-16 15:00:00,482,504,496,1482,8892
2016-06-16 15:10:00,347,369,363,1079,6474
2016-06-16 15:20:00,306,321,318,945,5670
2016-06-16 15:30:00,306,328,321,955,5730
2016-06-16 15:40:00,338,369,360,1067,6402
2016-06-16 15:50:00,398,423,412,1233,7398
2016-06-16 16:00:00,450,476,463,1389,8334
2016-06-16 16:10:00,462,484,472,1418,8508
2016-06-16 16:20:00,502,524,510,1536,9216
2016-06-16 16:30:00,517,544,529,1590,9540
2016-06-16 16:40:00,562,588,578,1728,10368
2016-06-16 16:50:00,305,331,323,959,5754
2016-06-16 17:00:00,583,606,593,1782,10692
2016-06-16 17:10:00,450,473,465,1388,8328
2016-06-16 17:20:00,469,492,476,1437,8622
2016-06-16 17:30:00,464,489,479,1432,8592
2016-06-16 17:40:00,409,432,421,1262,7572
2016-06-16 17:50:00,365,386,375,1126,6756
2016-06-16 18:00:00,308,333,320,961,5766
2016-06-16 18:10:00,231,260,250,741,4446
2016-06-16 18:20:00,246,273,265,784,4704
2016-06-16 18:30:00,210,234,229,673,4038
2016-06-16 18:40:00,185,208,200,593,3558
2016-06-16 18:50:00,146,166,158,470,2820
2016-06-16 19:00:00,92,116,109,317,1902
2016-06-16 19:10:00,31,89,75,195,1170
2016-06-16 19:20:00,28,78,33,139,834
2016-06-16 19:30:00,21,84,20,125,750
2016-06-16 19:40:00,13,55,35,103,618
2016-06-16 19:50:00,20,38,34,92,552
2016-06-16 20:00:00,15,40,29,84,504
2016-06-16 20:10:00,31,54,46,131,786
2016-06-16 20:20:00,24,32,32,88,528
2016-06-16 20:30:00,4,18,10,32,192
2016-06-16 20:40:00,1,13,4,18,108
2016-06-16 20:50:00,2,6,3,11,66
2016-06-16 21:00:00,0,6,1,7,42
2016-06-16 21:10:00,0,2,0,2,12
2016-06-16 21:20:00,0,0,0,0,0
2016-06-16 21:30:00,0,0,0,0,0
2016-06-16 21:40:00,0,0,0,0,0
2016-06-16 21:50:00,0,0,0,0,0
2016-06-16 22:00:00,0,0,0,0,0
2016-06-16 22:10:00,0,0,0,0,0
2016-06-16 22:20:00,0,0,0,0,0
2016-06-17 03:50:00,0,0,0,0,0
2016-06-17 04:00:00,0,0,0,0,0
2016-06-17 04:10:00,0,0,0,0,0
2016-06-17 04:20:00,0,0,0,0,0
2016-06-17 04:30:00,0,0,0,0,0
2016-06-17 04:40:00,1,3,3,7,42
2016-06-17 04:50:00,7,15,3,25,150
2016-06-17 05:00:00,6,28,10,44,264
2016-06-17 05:10:00,9,34,25,68,408
2016-06-17 05:20:00,13,37,22,72,432
2016-06-17 05:30:00,13,36,21,70,420
2016-06-17 05:40:00,11,44,19,74,444
2016-06-17 05:50:00,12,36,25,73,438
2016-06-17 06:00:00,27,60,27,114,684
2016-06-17 06:10:00,21,56,31,108,648
2016-06-17 06:20:00,32,64,35,131,786
2016-06-17 06:30:00,32,54,44,130,780
2016-06-17 06:40:00,23,68,55,146,876
2016-06-17 06:50:00,8,87,85,180,1080
2016-06-17 07:00:00,57,87,80,224,1344
2016-06-17 07:10:00,59,105,101,265,1590
2016-06-17 07:20:00,37,79,82,198,1188
2016-06-17 07:30:00,36,92,98,226,1356
2016-06-17 07:40:00,46,110,125,281,1686
2016-06-17 07:50:00,117,183,183,483,2898
2016-06-17 08:00:00,241,264,258,763,4578
2016-06-17 08:10:00,177,186,172,535,3210
2016-06-17 08:20:00,192,212,205,609,3654
2016-06-17 08:30:00,257,278,270,805,4830
2016-06-17 08:40:00,341,361,353,1055,6330
2016-06-17 08:50:00,354,375,370,1099,6594
2016-06-17 09:00:00,336,356,351,1043,6258
2016-06-17 09:10:00,361,381,375,1117,6702
2016-06-17 09:20:00,382,407,399,1188,7128
2016-06-17 09:30:00,444,468,461,1373,8238
2016-06-17 09:40:00,469,496,485,1450,8700
2016-06-17 09:50:00,444,466,455,1365,8190
2016-06-17 10:00:00,648,672,660,1980,11880
2016-06-17 10:10:00,576,600,591,1767,10602
2016-06-17 10:20:00,608,632,625,1865,11190
2016-06-17 10:30:00,431,452,448,1331,7986
2016-06-17 10:40:00,552,575,568,1695,10170
2016-06-17 10:50:00,571,593,586,1750,10500
2016-06-17 11:00:00,636,658,650,1944,11664
2016-06-17 11:10:00,389,417,410,1216,7296
2016-06-17 11:20:00,417,438,433,1288,7728
2016-06-17 11:30:00,534,556,552,1642,9852
2016-06-17 11:40:00,563,586,588,1737,10422
2016-06-17 11:50:00,529,552,547,1628,9768
2016-06-17 12:00:00,556,579,570,1705,10230
2016-06-17 12:10:00,402,429,424,1255,7530
2016-06-17 12:20:00,392,417,413,1222,7332
2016-06-17 12:30:00,554,575,575,1704,10224
2016-06-17 12:40:00,589,611,609,1809,10854
2016-06-17 12:50:00,553,575,566,1694,10164
2016-06-17 13:00:00,478,500,492,1470,8820
2016-06-17 13:10:00,661,689,678,2028,12168
2016-06-17 13:20:00,551,582,570,1703,10218
2016-06-17 13:30:00,468,496,490,1454,8724
2016-06-17 13:40:00,486,513,507,1506,9036
2016-06-17 13:50:00,606,633,620,1859,11154
2016-06-17 14:00:00,845,868,855,2568,15408
2016-06-17 14:10:00,845,863,845,2553,15318
2016-06-17 14:20:00,796,826,820,2442,14652
2016-06-17 14:30:00,907,929,916,2752,16512
2016-06-17 14:40:00,905,920,897,2722,16332
2016-06-17 14:50:00,845,873,857,2575,15450
2016-06-17 15:00:00,783,811,800,2394,14364
2016-06-17 15:10:00,678,702,693,2073,12438
2016-06-17 15:20:00,653,678,669,2000,12000
2016-06-17 15:30:00,712,730,713,2155,12930
2016-06-17 15:40:00,810,832,818,2460,14760
2016-06-17 15:50:00,825,819,843,2487,14922
2016-06-17 16:00:00,787,812,804,2403,14418
2016-06-17 16:10:00,732,753,746,2231,13386
2016-06-17 16:20:00,701,722,718,2141,12846
2016-06-17 16:30:00,669,691,687,2047,12282
2016-06-17 16:40:00,638,655,653,1946,11676
2016-06-17 16:50:00,607,619,616,1842,11052
2016-06-17 17:00:00,578,596,584,1758,10548
2016-06-17 17:10:00,568,589,575,1732,10392
2016-06-17 17:20:00,268,288,280,836,5016
2016-06-17 17:30:00,309,331,326,966,5796
2016-06-17 17:40:00,292,314,311,917,5502
2016-06-17 17:50:00,261,284,279,824,4944
2016-06-17 18:00:00,246,267,262,775,4650
2016-06-17 18:10:00,257,278,275,810,4860
2016-06-17 18:20:00,184,270,197,651,3906
2016-06-17 18:30:00,109,260,128,497,2982
2016-06-17 18:40:00,139,315,34,488,2928
2016-06-17 18:50:00,76,121,121,318,1908
2016-06-17 19:00:00,62,79,91,232,1392
2016-06-17 19:10:00,71,97,100,268,1608
2016-06-17 19:20:00,35,62,53,150,900
2016-06-17 19:30:00,26,63,22,111,666
2016-06-17 19:40:00,28,62,34,124,744
2016-06-17 19:50:00,21,47,23,91,546
2016-06-17 20:00:00,28,66,42,136,816
2016-06-17 20:10:00,52,83,77,212,1272
2016-06-17 20:20:00,75,129,113,317,1902
2016-06-17 20:30:00,67,82,80,229,1374
2016-06-17 20:40:00,57,78,69,204,1224
2016-06-17 20:50:00,31,60,38,129,774
2016-06-17 21:00:00,25,38,25,88,528
2016-06-17 21:10:00,13,20,19,52,312
2016-06-17 21:20:00,6,12,9,27,162
2016-06-17 21:30:00,4,5,3,12,72
2016-06-17 21:40:00,0,0,0,0,0
2016-06-17 21:50:00,0,0,0,0,0
2016-06-17 22:00:00,0,0,0,0,0
2016-06-17 22:10:00,0,0,0,0,0
2016-06-17 22:20:00,0,0,0,0,0
2016-06-18 03:50:00,0,0,0,0,0
2016-06-18 04:00:00,0,0,0,0,0
2016-06-18 04:10:00,0,0,0,0,0
2016-06-18 04:20:00,0,0,0,0,0
2016-06-18 04:30:00,0,0,0,0,0
2016-06-18 04:40:00,0,0,0,0,0
2016-06-18 04:50:00,0,0,0,0,0
2016-06-18 05:00:00,1,1,0,2,12
2016-06-18 05:10:00,7,13,11,31,186
2016-06-18 05:20:00,9,21,14,44,264
2016-06-18 05:30:00,13,24,16,53,318
2016-06-18 05:40:00,17,28,20,65,390
2016-06-18 05:50:00,25,58,33,116,696
2016-06-18 06:00:00,26,56,28,110,660
2016-06-18 06:10:00,26,47,28,101,606
2016-06-18 06:20:00,44,67,51,162,972
2016-06-18 06:30:00,84,117,105,306,1836
2016-06-18 06:40:00,57,121,102,280,1680
2016-06-18 06:50:00,35,77,49,161,966
2016-06-18 07:00:00,37,59,57,153,918
2016-06-18 07:10:00,58,79,81,218,1308
2016-06-18 07:20:00,116,133,137,386,2316
2016-06-18 07:30:00,146,173,173,492,2952
2016-06-18 07:40:00,165,188,184,537,3222
2016-06-18 07:50:00,163,184,182,529,3174
2016-06-18 08:00:00,164,186,184,534,3204
2016-06-18 08:10:00,200,223,221,644,3864
2016-06-18 08:20:00,313,338,330,981,5886
2016-06-18 08:30:00,409,439,427,1275,7650
2016-06-18 08:40:00,423,450,441,1314,7884
2016-06-18 08:50:00,424,447,443,1314,7884
2016-06-18 09:00:00,495,523,517,1535,9210
2016-06-18 09:10:00,462,480,483,1425,8550
2016-06-18 09:20:00,567,591,591,1749,10494
2016-06-18 09:30:00,352,374,376,1102,6612
2016-06-18 09:40:00,720,748,741,2209,13254
2016-06-18 09:50:00,419,444,438,1301,7806
2016-06-18 10:00:00,265,290,286,841,5046
2016-06-18 10:10:00,261,286,283,830,4980
2016-06-18 10:20:00,261,284,283,828,4968
2016-06-18 10:30:00,115,137,135,387,2322
2016-06-18 10:40:00,167,148,173,488,2928
2016-06-18 10:50:00,303,329,324,956,5736
2016-06-18 11:00:00,761,793,789,2343,14058
2016-06-18 11:10:00,613,641,637,1891,11346
2016-06-18 11:20:00,786,816,804,2406,14436
2016-06-18 11:30:00,915,952,934,2801,16806
2016-06-18 11:40:00,725,761,756,2242,13452
2016-06-18 11:50:00,522,552,548,1622,9732
2016-06-18 12:00:00,602,634,631,1867,11202
2016-06-18 12:10:00,689,731,728,2148,12888
2016-06-18 12:20:00,910,938,938,2786,16716
2016-06-18 12:30:00,999,1031,1031,3061,18366
2016-06-18 12:40:00,998,1025,1020,3043,18258
2016-06-18 12:50:00,857,880,879,2616,15696
2016-06-18 13:00:00,539,564,559,1662,9972
2016-06-18 13:10:00,908,929,936,2773,16638
2016-06-18 13:20:00,1007,1032,1026,3065,18390
2016-06-18 13:30:00,907,931,920,2758,16548
2016-06-18 13:40:00,863,890,889,2642,15852
2016-06-18 13:50:00,883,909,903,2695,16170
2016-06-18 14:00:00,899,922,915,2736,16416
2016-06-18 14:10:00,1017,1038,1039,3094,18564
2016-06-18 14:20:00,688,713,710,2111,12666
2016-06-18 14:30:00,390,408,408,1206,7236
2016-06-18 14:40:00,965,991,981,2937,17622
2016-06-18 14:50:00,650,678,672,2000,12000
2016-06-18 15:00:00,802,836,827,2465,14790
2016-06-18 15:10:00,553,583,577,1713,10278
2016-06-18 15:20:00,498,525,520,1543,9258
2016-06-18 15:30:00,468,497,494,1459,8754
2016-06-18 15:40:00,409,436,429,1274,7644
2016-06-18 15:50:00,515,545,536,1596,9576
2016-06-18 16:00:00,691,724,717,2132,12792
2016-06-18 16:10:00,616,654,646,1916,11496
2016-06-18 16:20:00,719,755,740,2214,13284
2016-06-18 16:30:00,685,718,703,2106,12636
2016-06-18 16:40:00,639,676,664,1979,11874
2016-06-18 16:50:00,592,625,612,1829,10974
2016-06-18 17:00:00,559,590,578,1727,10362
2016-06-18 17:10:00,522,551,536,1609,9654
2016-06-18 17:20:00,488,517,504,1509,9054
2016-06-18 17:30:00,438,469,457,1364,8184
2016-06-18 17:40:00,249,277,269,795,4770
2016-06-18 17:50:00,288,318,310,916,5496
2016-06-18 18:00:00,329,357,354,1040,6240
2016-06-18 18:10:00,277,305,297,879,5274
2016-06-18 18:20:00,227,254,245,726,4356
2016-06-18 18:30:00,90,115,110,315,1890
2016-06-18 18:40:00,132,127,140,399,2394
2016-06-18 18:50:00,149,143,147,439,2634
2016-06-18 19:00:00,98,53,108,259,1554
2016-06-18 19:10:00,93,89,107,289,1734
2016-06-18 19:20:00,91,89,102,282,1692
2016-06-18 19:30:00,99,105,115,319,1914
2016-06-18 19:40:00,86,88,97,271,1626
2016-06-18 19:50:00,47,46,59,152,912
2016-06-18 20:00:00,25,65,31,121,726
2016-06-18 20:10:00,30,40,35,105,630
2016-06-18 20:20:00,27,29,36,92,552
2016-06-18 20:30:00,22,26,28,76,456
2016-06-18 20:40:00,26,28,34,88,528
2016-06-18 20:50:00,20,22,28,70,420
2016-06-18 21:00:00,15,18,20,53,318
2016-06-18 21:10:00,8,12,11,31,186
2016-06-18 21:20:00,3,8,5,16,96
2016-06-18 21:30:00,1,2,1,4,24
2016-06-18 21:40:00,0,0,0,0,0
2016-06-18 21:50:00,0,0,0,0,0
2016-06-18 22:00:00,0,0,0,0,0
2016-06-18 22:10:00,0,0,0,0,0
2016-06-19 03:50:00,0,0,0,0,0
2016-06-19 04:00:00,0,0,0,0,0
2016-06-19 04:10:00,0,0,0,0,0
2016-06-19 04:20:00,0,0,0,0,0
2016-06-19 04:30:00,0,0,0,0,0
2016-06-19 04:40:00,0,0,0,0,0
2016-06-19 04:50:00,1,2,1,4,24
2016-06-19 05:00:00,3,9,3,15,90
2016-06-19 05:10:00,7,11,8,26,156
2016-06-19 05:20:00,9,19,11,39,234
2016-06-19 05:30:00,14,25,14,53,318
2016-06-19 05:40:00,20,27,28,75,450
2016-06-19 05:50:00,26,33,32,91,546
2016-06-19 06:00:00,35,55,35,125,750
2016-06-19 06:10:00,52,52,75,179,1074
2016-06-19 06:20:00,54,59,82,195,1170
2016-06-19 06:30:00,82,83,88,253,1518
2016-06-19 06:40:00,77,86,84,247,1482
2016-06-19 06:50:00,85,121,107,313,1878
2016-06-19 07:00:00,104,111,128,343,2058
2016-06-19 07:10:00,83,143,164,390,2340
2016-06-19 07:20:00,145,200,88,433,2598
2016-06-19 07:30:00,142,293,56,491,2946
2016-06-19 07:40:00,137,195,223,555,3330
2016-06-19 07:50:00,180,206,193,579,3474
2016-06-19 08:00:00,192,216,212,620,3720
2016-06-19 08:10:00,223,248,243,714,4284
2016-06-19 08:20:00,225,247,241,713,4278
2016-06-19 08:30:00,269,292,288,849,5094
2016-06-19 08:40:00,266,287,282,835,5010
2016-06-19 08:50:00,261,287,283,831,4986
2016-06-19 09:00:00,233,256,254,743,4458
2016-06-19 09:10:00,363,383,387,1133,6798
2016-06-19 09:20:00,441,464,464,1369,8214
2016-06-19 09:30:00,485,510,508,1503,9018
2016-06-19 09:40:00,420,446,438,1304,7824
2016-06-19 09:50:00,651,676,670,1997,11982
2016-06-19 10:00:00,534,557,553,1644,9864
2016-06-19 10:10:00,839,857,862,2558,15348
2016-06-19 10:20:00,746,771,774,2291,13746
2016-06-19 10:30:00,848,880,874,2602,15612
2016-06-19 10:40:00,915,948,945,2808,16848
2016-06-19 10:50:00,927,952,949,2828,16968
2016-06-19 11:00:00,830,869,860,2559,15354
2016-06-19 11:10:00,877,906,897,2680,16080
2016-06-19 11:20:00,893,933,914,2740,16440
2016-06-19 11:30:00,759,793,776,2328,13968
2016-06-19 11:40:00,814,842,834,2490,14940
2016-06-19 11:50:00,809,832,818,2459,14754
2016-06-19 12:00:00,819,842,831,2492,14952
2016-06-19 12:10:00,791,819,814,2424,14544
2016-06-19 12:20:00,824,844,840,2508,15048
